"","Marital.status","App.Mode","App.Order","Course","Daytime.evening.attendance","Prev.Qual","Prev.Qual.Grade","Nationality","Mother.Quals","Father.Quals","Mother.Occupation","Father.Occupation","Admission.Grade","Displaced","Ed.Special.Needs","Debtor","Fees.Updated","Gender","Scholarship","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"400","single",17,1,"mngmt","evening",1,96,"pt",38,37,"6","4",96,"yes","no","no","yes","female","no",19,"no",0,5,10,3,10.6666666666667,0,0,5,9,0,0,3,16.2,0.3,-0.92,"Dropout"
"401","single",17,4,"cd","evening",1,125,"pt",1,3,"3","3",128.9,"no","no","no","yes","female","yes",18,"no",0,6,9,5,11.6,0,0,6,8,4,11.2,0,8.9,1.4,3.51,"Enrolled"
"402","single",17,1,"tour","evening",1,136,"pt",37,37,"7","7",121.7,"yes","no","no","yes","female","no",20,"no",0,6,13,3,10.3333333333333,0,0,6,12,3,10.3333333333333,0,10.8,1.4,1.74,"Enrolled"
"403","single",1,1,"jc","evening",1,120,"pt",38,37,"9","9",114.8,"yes","yes","no","yes","female","no",19,"no",0,6,11,4,12.25,0,0,6,11,3,11,0,7.6,2.6,0.32,"Enrolled"
"404","single",1,1,"tour","evening",1,128,"pt",19,38,"9","9",127,"no","no","no","yes","female","no",19,"no",0,6,6,6,12,0,0,6,7,4,12.75,0,12.4,0.5,1.79,"Enrolled"
"405","single",17,1,"nurs","evening",1,142,"pt",37,37,"5","5",131.3,"yes","no","no","yes","female","no",19,"no",0,8,8,7,14.7314285714286,0,0,8,8,7,14.7314285714286,0,10.8,1.4,1.74,"Graduate"
"406","single",1,1,"amd","evening",1,135,"pt",1,19,"3","9",137.1,"yes","no","no","yes","female","no",18,"no",0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"407","single",7,1,"cd","evening",40,120,"pt",1,19,"3","9",120,"yes","no","no","yes","female","no",21,"no",9,13,14,13,13.6153846153846,1,6,12,12,12,14.25,0,13.9,-0.3,0.79,"Graduate"
"408","single",39,1,"mngmtea","daytime",40,140,"pt",1,19,"9","9",139,"no","no","no","yes","female","no",27,"no",0,5,5,5,15.8,0,0,5,5,5,14.8,0,8.9,1.4,3.51,"Graduate"
"409","single",17,1,"ss","evening",1,135,"pt",1,19,"4","4",129.1,"no","no","no","yes","female","no",19,"no",0,6,6,6,14.6666666666667,0,0,6,7,6,14.5714285714286,0,15.5,2.8,-4.06,"Graduate"
"410","divorced",39,1,"vn","evening",1,133.1,"pt",34,34,"0","0",128.2,"no","no","no","yes","female","no",25,"no",0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"411","single",1,2,"nurs","evening",1,137,"pt",19,19,"7","7",120.8,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,14.6542857142857,0,0,8,8,7,14.6542857142857,0,10.8,1.4,1.74,"Graduate"
"412","single",39,1,"nurs","evening",3,122,"pt",19,1,"4","8",135.8,"no","no","no","yes","female","no",24,"no",0,8,8,7,12.4014285714286,0,0,8,8,7,12.4014285714286,0,10.8,1.4,1.74,"Graduate"
"413","single",1,3,"nurs","evening",1,128,"pt",1,1,"4","10",118.9,"yes","no","no","yes","female","no",20,"no",0,7,8,7,11.5875,0,0,8,9,7,14.0714285714286,0,13.9,-0.3,0.79,"Graduate"
"414","single",7,1,"mngmtea","daytime",40,140,"pt",37,37,"6","6",140,"no","no","no","yes","female","no",26,"no",3,5,5,5,14,0,1,5,5,5,15.6,0,12.4,0.5,1.79,"Graduate"
"415","single",1,1,"ss","evening",1,132,"pt",1,38,"9","7",127.1,"yes","no","no","yes","female","yes",20,"no",0,6,9,6,12.3333333333333,0,0,6,6,6,11.8333333333333,0,8.9,1.4,3.51,"Graduate"
"416","single",1,1,"vn","evening",1,131,"pt",37,37,"90","90",137,"no","no","no","yes","female","no",18,"no",0,5,5,5,14,0,0,5,6,5,15.4,0,7.6,2.6,0.32,"Graduate"
"417","single",1,1,"vn","evening",1,126,"pt",1,1,"9","9",127.4,"yes","no","no","yes","female","no",19,"no",0,6,13,6,15.2307692307692,0,0,6,10,6,12.375,0,15.5,2.8,-4.06,"Graduate"
"418","single",1,1,"be","evening",1,133.1,"pt",19,19,"9","9",97,"yes","no","no","yes","female","no",23,"no",0,6,9,5,11.6,0,0,6,9,3,11,0,12.7,3.7,-1.7,"Dropout"
"419","single",1,4,"nurs","evening",1,136,"pt",37,37,"9","9",126.3,"yes","no","no","yes","female","yes",18,"no",0,7,7,6,11.6,0,0,7,7,6,11.6,0,7.6,2.6,0.32,"Graduate"
"420","single",1,4,"nurs","evening",1,140,"pt",1,19,"4","5",127.5,"no","no","no","yes","female","no",18,"no",0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"421","single",1,1,"nurs","evening",1,135,"pt",2,1,"2","8",126.6,"no","no","no","yes","female","yes",19,"no",0,7,7,7,12.9014285714286,0,0,8,9,8,13.0944444444444,0,11.1,0.6,2.02,"Graduate"
"422","single",42,1,"mngmtea","daytime",1,160,"pt",1,2,"4","3",120,"no","no","no","yes","female","no",30,"no",4,7,9,7,14.1428571428571,0,1,5,5,5,14.8,0,7.6,2.6,0.32,"Graduate"
"423","single",44,1,"vn","evening",39,140,"pt",1,2,"4","6",140,"yes","no","no","yes","female","no",29,"no",0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"424","single",1,6,"nurs","evening",1,140,"pt",3,1,"3","3",131.5,"yes","no","no","yes","female","no",19,"no",0,8,8,8,13.25375,0,0,8,8,8,13.25375,0,9.4,-0.8,-3.12,"Graduate"
"425","single",17,6,"oh","evening",1,115,"pt",19,2,"5","3",112.2,"yes","no","no","yes","female","no",20,"no",0,7,7,7,13.7857142857143,0,0,8,8,8,14.1,0,12.4,0.5,1.79,"Graduate"
"426","single",1,1,"nurs","evening",1,144,"pt",37,37,"9","3",150.5,"no","no","no","yes","female","no",20,"no",0,7,7,6,13.9166666666667,0,0,7,7,6,13.9166666666667,0,7.6,2.6,0.32,"Graduate"
"427","single",1,4,"amm","evening",1,128,"pt",38,38,"3","7",121,"yes","no","no","yes","female","no",19,"no",0,6,8,6,13.5,0,0,6,9,6,13.5714285714286,0,11.1,0.6,2.02,"Graduate"
"428","single",17,1,"mngmt","evening",1,116,"pt",38,2,"9","2",112.2,"yes","no","no","yes","female","no",20,"no",0,5,8,3,11.3333333333333,0,0,5,12,2,10.6666666666667,0,10.8,1.4,1.74,"Enrolled"
"429","widower",1,2,"vn","evening",1,135,"pt",19,1,"4","4",129.4,"yes","no","no","yes","female","no",21,"no",0,5,8,0,0,4,0,5,12,0,0,4,10.8,1.4,1.74,"Dropout"
"430","single",17,1,"amm","evening",1,121,"pt",19,38,"4","10",114.4,"no","no","no","yes","female","no",19,"no",0,6,10,5,11.5,0,0,6,9,4,14.6,0,11.1,0.6,2.02,"Graduate"
"431","single",1,3,"nurs","evening",1,134,"pt",37,38,"9","9",120.3,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,12.0828571428571,0,0,8,8,7,12.0828571428571,0,10.8,1.4,1.74,"Graduate"
"432","single",39,1,"ssea","daytime",1,120,"pt",37,37,"7","8",120,"no","no","no","yes","female","yes",27,"no",0,6,8,6,11.8333333333333,0,0,6,10,5,12.8,0,15.5,2.8,-4.06,"Graduate"
"433","single",17,2,"mngmt","evening",1,125,"pt",38,38,"6","8",114.5,"yes","no","no","yes","female","yes",19,"no",0,5,6,5,13.4,0,0,5,5,5,12.4,0,12.4,0.5,1.79,"Graduate"
"434","single",1,1,"nurs","evening",1,141,"pt",1,1,"90","3",127.8,"no","no","no","yes","female","yes",19,"no",0,7,7,0,0,2,0,7,7,0,0,2,7.6,2.6,0.32,"Dropout"
"435","single",1,1,"jc","evening",1,140,"pt",1,19,"4","8",124.6,"yes","no","no","yes","female","no",19,"no",0,6,7,5,14.2,0,0,6,7,6,14.5714285714286,0,15.5,2.8,-4.06,"Graduate"
"436","single",1,6,"nurs","evening",1,144,"pt",19,19,"5","5",130.3,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,13.8142857142857,0,0,8,8,7,13.8142857142857,0,12.7,3.7,-1.7,"Graduate"
"437","single",17,1,"tour","evening",1,122,"pt",19,19,"5","5",118.2,"no","no","no","yes","female","yes",20,"no",0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,"Enrolled"
"438","single",1,1,"amm","evening",1,130,"pt",19,37,"4","5",118.8,"no","no","no","yes","female","yes",18,"no",0,6,6,6,14.5,0,0,6,8,6,13.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"439","single",1,5,"amm","evening",1,133.1,"pt",9,1,"2","4",133,"yes","no","no","yes","female","no",19,"no",0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,"Dropout"
"440","married",39,1,"nurs","evening",19,133.1,"pt",37,37,"9","9",129,"yes","no","no","yes","female","no",36,"no",0,7,7,6,11.3,0,0,7,7,6,11.3,0,7.6,2.6,0.32,"Graduate"
"441","single",43,1,"oh","evening",1,147,"pt",3,4,"3","2",100,"no","no","no","yes","female","no",18,"no",0,2,2,0,0,0,0,4,4,1,16,0,10.8,1.4,1.74,"Enrolled"
"442","single",43,1,"equi","evening",1,127,"pt",19,38,"4","5",120.7,"yes","no","yes","yes","female","no",18,"no",0,5,11,1,12,0,0,5,9,3,12,0,12.7,3.7,-1.7,"Enrolled"
"443","single",17,6,"nurs","evening",1,136,"pt",19,38,"9","3",132.5,"yes","no","no","yes","female","no",19,"no",0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,"Graduate"
"444","single",1,5,"nurs","evening",1,127,"pt",19,19,"7","8",120.3,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,12.6942857142857,0,0,8,8,7,12.6942857142857,0,10.8,1.4,1.74,"Graduate"
"445","single",17,1,"amm","evening",1,123,"pt",19,19,"1","1",114.6,"no","no","no","yes","female","no",18,"no",0,5,5,4,11,0,0,5,5,4,11,0,9.4,-0.8,-3.12,"Graduate"
"446","single",1,1,"ss","evening",1,128,"pt",37,19,"9","3",116.5,"yes","no","no","yes","female","yes",19,"no",0,6,6,6,13,0,0,6,6,6,14.1666666666667,0,12.4,0.5,1.79,"Graduate"
"447","single",1,1,"nurs","evening",1,128,"pt",3,1,"2","1",127.8,"no","no","no","yes","female","yes",19,"no",0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,"Graduate"
"448","single",1,2,"nurs","evening",1,140,"pt",1,19,"7","7",129.9,"yes","no","no","yes","female","no",18,"no",0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,"Dropout"
"449","single",1,2,"jc","evening",1,121,"pt",1,19,"9","7",118.9,"yes","no","no","yes","female","no",20,"no",0,6,6,6,13.3333333333333,0,0,6,10,5,12.8,0,11.1,0.6,2.02,"Graduate"
"450","single",1,3,"tour","evening",1,122,"pt",19,38,"3","10",114.3,"yes","no","no","yes","female","yes",20,"no",0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,"Enrolled"
"451","single",18,1,"nurs","evening",1,126,"pt",38,37,"5","5",114.8,"yes","no","no","yes","female","no",20,"no",0,8,8,7,14.4028571428571,0,0,8,8,7,14.4028571428571,0,10.8,1.4,1.74,"Graduate"
"452","single",1,4,"nurs","evening",1,135,"pt",37,37,"9","8",123,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,13.3814285714286,0,0,8,8,7,13.3814285714286,0,10.8,1.4,1.74,"Graduate"
"453","single",1,2,"nurs","evening",1,131,"pt",19,19,"7","5",122.1,"yes","no","no","yes","female","no",18,"no",0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,"Graduate"
"454","single",17,4,"vn","evening",1,140,"pt",19,37,"4","7",123.7,"no","no","no","yes","female","no",19,"no",0,5,11,5,11.7142857142857,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"455","single",1,3,"mngmt","evening",1,131,"pt",19,38,"9","7",132.4,"yes","no","no","yes","female","no",19,"no",0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,"Enrolled"
"456","married",39,1,"ssea","daytime",1,130,"pt",34,34,"99","99",114.8,"no","no","no","yes","female","no",44,"no",0,6,9,6,11.1666666666667,0,1,6,15,2,11,1,7.6,2.6,0.32,"Graduate"
"457","single",7,1,"agr","evening",3,130,"pt",38,37,"5","6",130,"no","no","no","yes","female","no",32,"no",0,6,7,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"458","single",43,1,"be","evening",1,140,"pt",37,19,"9","8",122.3,"no","no","no","yes","female","no",22,"no",0,6,9,5,13.6,0,0,6,8,5,12,0,12.7,3.7,-1.7,"Dropout"
"459","married",39,1,"agr","evening",1,130,"pt",1,19,"4","9",152.4,"yes","no","no","yes","female","no",36,"no",4,12,14,12,13.8461538461538,0,5,12,18,11,14.0909090909091,0,8.9,1.4,3.51,"Graduate"
"460","single",17,1,"jc","evening",1,125,"pt",37,37,"5","7",120.1,"no","no","no","yes","female","yes",18,"no",0,6,7,6,12.5,0,0,6,8,6,13.3333333333333,0,16.2,0.3,-0.92,"Graduate"
"461","single",1,1,"equi","evening",1,160,"pt",3,3,"3","2",155.1,"yes","no","no","yes","female","no",20,"no",0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,"Graduate"
"462","single",51,1,"cd","evening",1,130,"pt",19,19,"5","7",124.5,"no","no","no","yes","female","yes",20,"no",5,11,11,11,13.8181818181818,0,5,11,11,11,13.4545454545455,0,11.1,0.6,2.02,"Graduate"
"463","single",17,1,"ss","evening",1,144,"pt",3,1,"2","3",126.9,"no","no","no","yes","female","no",19,"no",0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,"Graduate"
"464","single",39,1,"mngmt","evening",19,133.1,"pt",3,1,"3","5",153.2,"yes","no","yes","yes","female","no",24,"no",0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,"Graduate"
"465","single",17,1,"ss","evening",1,148,"pt",1,1,"4","9",129.8,"no","no","no","yes","female","no",20,"no",0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,"Enrolled"
"466","single",43,1,"ssea","daytime",1,133.1,"pt",3,3,"2","3",135,"no","no","no","yes","female","no",27,"no",7,10,10,9,11.4444444444444,0,4,11,11,5,10.8,0,10.8,1.4,1.74,"Dropout"
"467","single",1,1,"be","evening",1,133,"pt",1,38,"5","10",131.3,"yes","no","no","yes","female","no",20,"no",0,6,9,5,14.3333333333333,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,"Enrolled"
"468","single",43,6,"ss","evening",1,129,"pt",34,34,"0","0",125.2,"no","no","no","yes","female","yes",23,"no",15,16,18,16,13,0,11,13,15,13,13.2666666666667,0,9.4,-0.8,-3.12,"Graduate"
"469","single",1,5,"nurs","evening",1,144,"pt",19,38,"4","8",141.3,"yes","no","no","yes","female","yes",18,"no",0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,"Graduate"
"470","single",17,1,"ss","evening",1,120,"pt",37,37,"4","9",117.1,"yes","no","no","yes","female","yes",18,"no",0,6,10,5,10.5714285714286,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,"Graduate"
"471","single",17,3,"nurs","evening",1,144,"pt",1,37,"9","9",126.5,"yes","no","no","yes","female","yes",20,"no",0,8,8,7,13.4871428571429,0,0,8,8,7,13.4871428571429,0,10.8,1.4,1.74,"Graduate"
"472","single",1,1,"tour","evening",1,132,"pt",19,38,"9","7",120.1,"no","no","no","yes","female","yes",20,"no",0,6,6,6,12.3333333333333,0,0,6,7,6,11.8333333333333,0,13.9,-0.3,0.79,"Graduate"
"473","single",1,1,"amm","evening",1,142,"pt",38,19,"7","10",128.4,"no","no","no","yes","female","no",23,"no",0,6,11,6,11.875,0,0,6,9,5,12.8333333333333,0,11.1,0.6,2.02,"Dropout"
"474","single",1,2,"nurs","evening",1,136,"pt",19,19,"9","9",140,"yes","no","no","yes","female","no",20,"no",0,7,7,6,13.9666666666667,0,0,7,7,6,13.9666666666667,0,7.6,2.6,0.32,"Graduate"
"475","single",39,1,"tour","evening",9,133.1,"pt",34,34,"0","0",110,"yes","no","no","no","female","no",28,"no",0,5,10,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"476","single",1,1,"amm","evening",1,122,"pt",1,19,"3","5",116.8,"yes","no","no","yes","female","no",21,"no",0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,"Graduate"
"477","single",1,2,"oh","evening",1,133.1,"pt",19,19,"9","9",104.5,"yes","no","no","yes","female","no",21,"no",0,2,2,2,12.5,0,0,7,0,0,0,0,12.4,0.5,1.79,"Dropout"
"478","single",7,1,"nurs","evening",3,140,"pt",34,34,"0","0",140,"no","no","no","yes","female","no",28,"no",0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,"Dropout"
"479","single",1,1,"nurs","evening",1,117,"pt",3,1,"3","3",113.2,"no","yes","no","yes","female","no",18,"no",0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,"Graduate"
"480","single",17,1,"ss","evening",1,128,"pt",38,19,"191","175",118.6,"yes","no","no","yes","female","yes",21,"no",0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,"Enrolled"
"481","single",1,1,"nurs","evening",1,136,"pt",1,1,"4","4",123.8,"no","no","no","yes","female","no",19,"no",0,7,10,6,11.6142857142857,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,"Graduate"
"482","single",18,6,"nurs","evening",1,141,"pt",1,19,"1","1",126.7,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,14.3142857142857,0,0,8,8,7,14.3142857142857,0,12.7,3.7,-1.7,"Graduate"
"483","single",1,3,"nurs","evening",1,130,"pt",3,1,"2","5",133.8,"no","no","no","yes","female","no",19,"no",0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,"Dropout"
"484","single",44,1,"vn","evening",39,140,"pt",38,38,"9","7",140,"no","no","no","yes","female","no",20,"no",2,6,9,6,12.6666666666667,0,1,6,12,2,13,0,13.9,-0.3,0.79,"Enrolled"
"485","single",1,3,"nurs","evening",1,102,"pt",1,19,"9","5",100.6,"yes","no","no","yes","female","yes",20,"no",0,7,9,6,12.7666666666667,0,0,8,10,7,12.1285714285714,0,12.4,0.5,1.79,"Graduate"
"486","single",17,1,"be","evening",1,126,"pt",1,37,"7","9",132.7,"no","no","no","yes","female","yes",18,"no",0,6,7,6,12.6666666666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,"Graduate"
"487","single",43,2,"amm","evening",1,125,"pt",38,19,"4","3",106.6,"yes","no","no","yes","female","no",20,"no",4,6,7,6,11.5,0,0,6,10,4,10.5714285714286,0,10.8,1.4,1.74,"Dropout"
"488","single",39,1,"amm","evening",1,120,"pt",1,19,"5","4",140.4,"no","no","no","yes","female","no",31,"no",2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,"Dropout"
"489","single",17,3,"nurs","evening",1,132,"pt",37,37,"9","7",128.3,"yes","no","no","yes","female","yes",19,"no",0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,"Graduate"
"490","single",1,3,"nurs","evening",1,128,"pt",38,38,"5","5",118.6,"yes","no","no","yes","female","yes",19,"no",0,7,9,6,11.8142857142857,0,0,8,8,7,13.5428571428571,0,13.9,-0.3,0.79,"Graduate"
"491","single",1,1,"cd","evening",1,115,"pt",19,1,"3","8",123.4,"no","no","no","yes","female","no",23,"no",1,6,8,6,13,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,"Graduate"
"492","single",1,1,"amm","evening",1,125,"pt",37,37,"5","5",124,"no","no","no","yes","female","no",19,"no",0,6,7,6,14.8571428571429,0,0,6,6,6,13.3333333333333,0,12.4,0.5,1.79,"Graduate"
"493","single",1,6,"nurs","evening",1,137,"pt",1,3,"3","2",121.3,"yes","no","no","yes","female","no",20,"no",0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,"Graduate"
"494","single",1,1,"vn","evening",1,101,"pt",37,37,"9","4",101,"yes","no","yes","yes","female","no",22,"no",0,6,9,5,13.3333333333333,0,0,6,17,4,11.4,0,12.4,0.5,1.79,"Enrolled"
"495","single",1,1,"be","evening",1,126,"pt",3,1,"2","5",116.9,"yes","yes","no","yes","female","no",18,"no",0,7,10,6,10.6666666666667,0,0,7,12,6,12.8333333333333,0,13.9,-0.3,0.79,"Enrolled"
"496","single",7,3,"equi","evening",3,130,"pt",19,37,"90","5",130,"no","no","yes","no","female","no",27,"no",1,5,6,2,11.5,0,0,5,5,1,11,0,12.7,3.7,-1.7,"Dropout"
"497","single",39,1,"oh","evening",19,100,"pt",37,38,"9","9",120,"no","no","no","yes","female","no",29,"no",0,7,9,1,10,0,0,7,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"498","single",17,1,"tour","evening",1,122,"pt",1,19,"4","3",130.4,"yes","no","no","yes","female","no",18,"no",0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,"Graduate"
"499","single",17,1,"cd","evening",1,126,"pt",19,38,"9","7",118.7,"no","no","no","yes","female","no",18,"no",0,6,7,5,11.8,0,0,6,6,6,12.6666666666667,0,16.2,0.3,-0.92,"Graduate"
"500","single",17,1,"nurs","evening",1,128,"pt",38,38,"7","7",131.5,"no","no","no","yes","female","no",18,"no",0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,"Graduate"
"501","single",17,3,"vn","evening",1,134,"pt",37,38,"9","9",120.4,"yes","no","no","yes","female","no",20,"no",0,5,13,3,11.3333333333333,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,"Enrolled"
"502","single",17,2,"tour","evening",1,128,"pt",38,38,"9","9",129.1,"yes","no","no","yes","female","no",18,"no",0,6,6,6,12.6666666666667,0,0,6,7,5,14.6,0,11.1,0.6,2.02,"Graduate"
"503","single",1,1,"cd","evening",1,125,"pt",1,1,"4","4",132,"no","no","no","no","female","no",18,"no",1,6,10,5,12.2,1,0,6,11,4,10.8333333333333,0,13.9,-0.3,0.79,"Enrolled"
"504","single",7,2,"vn","evening",3,130,"pt",3,3,"1","1",130,"no","no","no","no","female","no",28,"no",0,5,9,1,12,1,0,4,10,0,0,4,10.8,1.4,1.74,"Dropout"
"505","single",1,2,"nurs","evening",1,135,"pt",37,1,"7","7",132.8,"yes","no","no","yes","female","yes",18,"no",0,8,12,7,11.7214285714286,0,0,8,12,7,11.7214285714286,0,12.7,3.7,-1.7,"Graduate"
"506","single",39,1,"nurs","evening",19,133.1,"pt",37,38,"151","161",143.7,"no","no","no","yes","female","no",27,"no",0,7,12,4,14,0,0,7,14,3,12.525,0,12.4,0.5,1.79,"Enrolled"
"507","single",39,1,"bpt","evening",1,140,"pt",3,1,"2","4",152.8,"no","no","no","yes","female","no",26,"no",0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,"Enrolled"
"508","single",1,2,"jc","evening",1,138,"pt",19,1,"9","3",133.5,"yes","no","no","yes","female","no",18,"no",0,6,6,6,12.6666666666667,0,0,6,6,6,13.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"509","single",1,1,"equi","evening",1,150,"pt",5,5,"2","2",146.2,"no","no","no","yes","female","no",18,"no",0,5,12,4,13,2,0,5,6,5,14,0,9.4,-0.8,-3.12,"Dropout"
"510","single",1,2,"mngmt","evening",1,125,"pt",1,19,"4","6",115.2,"no","yes","no","yes","female","no",21,"no",0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout"
"511","single",1,2,"cd","evening",1,121,"pt",4,1,"2","3",120.7,"yes","no","no","yes","female","no",18,"no",0,6,8,4,10.75,0,0,6,9,0,0,0,9.4,-0.8,-3.12,"Enrolled"
"512","married",39,1,"ssea","daytime",1,120,"pt",34,34,"99","99",101.8,"no","no","no","no","female","no",32,"no",0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,"Dropout"
"513","single",39,2,"amm","evening",1,140,"pt",34,34,"0","0",100,"no","no","no","yes","female","no",28,"no",0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,"Graduate"
"514","single",39,1,"mngmtea","daytime",1,100,"pt",37,19,"9","2",121.9,"no","no","no","no","female","no",40,"no",0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"515","married",18,2,"ssea","daytime",1,140,"pt",37,37,"9","10",120.4,"no","no","yes","no","female","no",39,"no",0,5,5,0,0,0,0,4,4,0,0,0,9.4,-0.8,-3.12,"Dropout"
"516","married",18,2,"ss","evening",1,140,"pt",37,37,"9","10",120.4,"no","no","yes","no","female","no",39,"no",0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"517","married",39,1,"agr","evening",1,120,"pt",37,19,"9","4",148.8,"no","no","no","yes","female","no",50,"no",0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,"Graduate"
"518","single",17,2,"be","evening",1,138,"pt",1,1,"9","4",123,"yes","no","no","yes","female","no",23,"no",0,6,10,5,12.8,0,0,6,9,3,11.6666666666667,0,10.8,1.4,1.74,"Dropout"
"519","divorced",39,1,"ssea","daytime",19,133.1,"pt",34,34,"0","0",100,"no","no","no","yes","female","no",48,"no",0,6,11,1,10,0,0,6,11,1,11,0,9.4,-0.8,-3.12,"Dropout"
"520","single",17,2,"be","evening",1,118,"pt",37,37,"9","9",112.1,"yes","no","no","yes","female","no",23,"no",0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,"Dropout"
"521","single",1,6,"nurs","evening",1,135,"pt",37,1,"5","5",126.8,"yes","no","no","yes","female","yes",18,"no",0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,"Graduate"
"522","single",17,1,"equi","evening",1,130,"pt",3,19,"2","9",115.9,"no","no","no","yes","female","no",18,"no",0,5,14,2,12,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"523","single",15,1,"ss","evening",1,150,"sm",3,37,"2","8",132.5,"yes","no","no","no","female","no",20,"yes",0,6,9,5,13,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,"Graduate"
"524","single",18,3,"vn","evening",1,149,"ukn",1,1,"9","9",132.2,"yes","no","no","yes","female","yes",18,"yes",0,5,9,4,12,0,0,5,8,5,13,0,10.8,1.4,1.74,"Graduate"
"525","single",1,1,"oh","evening",1,180,"ukn",5,3,"1","1",183.5,"yes","no","no","yes","female","no",18,"yes",0,7,8,4,12,0,0,8,8,0,0,0,16.2,0.3,-0.92,"Dropout"
"526","single",43,1,"ie","evening",1,133.1,"pt",1,1,"9","3",136,"no","no","no","yes","male","no",31,"no",0,5,12,1,12,0,0,5,9,1,11,4,16.2,0.3,-0.92,"Dropout"
